_type,_id,_revision,_page.next,gr_gyv_id,gyv_pav,gyventoju_sk,taskas_wgs
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,5ba4a702-1837-4fed-92a7-0236d37b89ac,37ec27f6-1e71-4c00-8672-8f915e97717c,,14584,Bobriškio k.,2,POINT (55.82925186 25.80090108)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f30ca554-a2af-4e38-823b-fd7a525fe75c,f42a20c5-24bf-4ca1-8de9-9e1e9adafe45,,14585,Bradesių k.,17,POINT (55.83553383 25.87517944)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,49a307d2-e13d-4cf5-9700-915ce9521710,07c10d7d-d631-40a9-8df6-6eed296e23e1,,14586,Buniuškių k.,20,POINT (55.87475832 25.73762726)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,6238b54c-1971-4015-8ce6-ecb8c8bd670f,eb3426ef-31b1-4507-b0c7-12cbee2c85f7,,14587,Busiškio k.,7,POINT (55.89267009 25.75477355)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,9d9d1438-60a3-466a-a826-bd41e2d9dc2a,9a26c7be-f6ef-4b61-bb77-5330981c7548,,14588,Dagilių k.,19,POINT (55.86465217 25.71540557)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,3c3da76c-8331-425f-b700-e38b9f39005a,f9fb2a0a-0d2b-4c16-9064-65c39e85755d,,1459,Nakonių k.,19,POINT (55.61977091 24.83357968)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,3cbc0549-64b7-47b2-81f3-c8e1309a183a,12a93287-fd4d-4831-95e2-61b2dbeb8a9c,,14590,Juozapavos k.,17,POINT (55.85503058 25.87866688)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,5c4065c9-51a0-42e5-bd52-7a7251af1ee2,5e327ee6-2bbf-4967-827a-8ebabec4fb5f,,14591,Keležerių k.,14,POINT (55.87399274 25.88634604)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f9d98802-356f-484d-960d-1685b8408bc6,fe9a656d-6bff-40d4-874d-703f2695f94a,,14592,Knysos k.,3,POINT (55.90154069 25.75233188)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,666e6b7c-8eff-403a-8fe3-9afd3297dc0d,39d9a6cd-b94a-458b-943d-0c93a6dbed9f,,14593,Kriaunų k.,282,POINT (55.84948067 25.79369012)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,3ea16ecd-2e63-4965-a17c-1c9eadd90a8a,5ce0a49d-b14f-45e2-8716-69e838ef3ca4,,14594,Kriugiškio k.,4,POINT (55.82278459 25.7975288)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,9854d00a-367c-4d81-b900-605b453e5af9,b1b8b974-a36d-43a6-831d-65c7ce46778d,,14595,Lašų k.,137,POINT (55.84854195 25.7283183)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,50742de0-79d4-47a2-9387-e3ac13cd53f8,3aa7c822-b35e-4c69-a5ce-3fe8a46bd51c,,14596,Lukštinių k.,10,POINT (55.85012999 25.89402494)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,7a4c907c-7ee3-4e60-8450-98c8e1655cc4,14c6eb50-013a-402a-b0b2-0346ac4d8067,,14597,Margėnų k.,23,POINT (55.82702823 25.76216144)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,4799b0b2-7b14-44be-ab9a-4b6c621ff5ed,b88aa186-080d-4d50-aa8d-64a5fe9784d7,,14598,Mičiūnų k.,5,POINT (55.87960088 25.84805716)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,9f1b8552-fafd-4d84-8654-70660e7c5a5b,40579be2-03d2-4861-9643-a4dafc07cf37,,14599,Mielėnų k.,3,POINT (55.86448605 25.85935846)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f2d8a397-04a6-42cd-b08e-d5032c236124,a05cb3f3-778e-4b60-a4b9-206adb0a4d08,,146,Birbiliškės k.,5,POINT (56.11261491 22.48115164)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,1eb22366-a4eb-4161-9151-53d059608c06,6e27dacf-dd1d-4945-bee7-b176c45ab11c,,1460,Naujasėdžio k.,2,POINT (55.65965984 24.87610778)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,264081f6-a616-475c-bd0b-b23e6ecdda4e,1411a75a-b5bf-4b7b-876e-16e5eb6bbe88,,14601,Pakriaunio k.,33,POINT (55.87114357 25.79299133)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,edcf627a-50e6-4020-a949-881ff6578c57,7345559a-ae45-4062-9d60-3ad72f5595ff,,14602,Pasarčių k.,2,POINT (55.84944403 25.86647343)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,caead350-9c21-4fe0-b3ba-9a3005024b33,5f64a12a-f315-4bf1-843b-f69c635116ca,,14603,Petrešiūnų k.,7,POINT (55.83760101 25.7155785)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,221cd07b-305e-4150-99f9-710f51f821a4,a969882c-f3c0-48ac-a9f6-531233d7f90f,,14605,Rupetų k.,7,POINT (55.82653361 25.81859357)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e11ad0ac-bfaf-4f2d-b926-66b51a4413c3,7981e4dd-05db-4491-8d0b-ffb85bcb452b,,14606,Stravų k.,1,POINT (55.84563562 25.76476495)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,73a50b0e-2daa-4b27-8b82-bbe8c05f98ff,ea3b942a-3750-4fcb-aeb5-256eba85bf81,,14607,Vakarių k.,7,POINT (55.88975899 25.77573354)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,172d4816-63bb-4389-94d7-737c338e2a0e,a20c6dae-294c-448e-9bcb-8137855c7828,,14608,Vytėnų vs.,24,POINT (55.85869308 25.75021431)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,c7f9d627-c85f-44a5-be92-64aeb04f511d,a96859fd-e0da-4912-9236-eaf6360b5753,,14609,Agurkiškio k.,1,POINT (55.92654588 25.96555247)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,456a72c2-76e0-424c-b71e-0d0f4585d87c,3adf1fae-2cf6-4696-a61f-3c1401f6af09,,1461,Nausodės k.,38,POINT (55.58671383 24.70200413)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,57ce6dc8-b95e-4c02-a5f3-69ad61c76105,ff9a1ead-4a00-438a-8e01-4ab387f4e2c6,,14610,Aleksandravėlės k.,127,POINT (55.88129936 25.94676379)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,6cfca067-06c5-41db-b183-a5319254778b,86c1f106-79d9-4e67-8ced-80200a4761bd,,14612,Andrikavos k.,2,POINT (55.90084018 25.8149384)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,24f80186-cb44-4114-844b-9cfa823a6618,2c57c0d2-bab7-49ea-9160-b19df63c0a8d,,14613,Andriūnų k.,22,POINT (55.94784696 25.84900437)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,57f96e48-27e1-412b-b038-9e9e354198fe,29641d78-273a-4c1f-a82c-ce7a769114ab,,14616,Antanašės k.,188,POINT (55.92378841 25.82223534)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,85a536a5-db2d-4e0a-a3d5-936829554471,1e96efaa-85a6-4209-9da7-3b633faf8bb6,,14617,Apeikiškio k.,16,POINT (55.89494113 25.87458285)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,99460027-2b46-4229-9a9d-d8b30af815eb,23df2690-a336-487d-bee7-dedc86953e2f,,14619,Audronių II k.,3,POINT (55.96075854 25.81162873)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,df4c946d-17df-4b29-a23c-2fd208714c3c,e07d88b8-c62a-4957-a984-1afd365c8fb3,,1462,Nevėžkos vs.,2,POINT (55.55596755 24.85029033)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e370920b-6917-49aa-9993-8f893155477a,d524e791-3396-42ac-8f5f-7f1e25a2be2c,,14620,Audronių I k.,67,POINT (55.94437613 25.77111505)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,ba975076-6db1-4e8a-afa5-62ed88ea22be,1f57cd92-76d7-4ce2-a349-078a2bf55899,,14621,Aukštakojų k.,3,POINT (55.89176633 25.84129515)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,62ee2692-c18d-48d2-9258-73d3eff5d498,52f2b43e-1162-4413-9b32-3241b66aa05b,,14622,Ažukriaunio k.,1,POINT (55.97432219 25.92669439)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,59b8fb8f-2995-4036-a60e-5fecd4616091,b86d6862-59e2-43f5-ab10-2477c21e2166,,14623,Ažusienio k.,4,POINT (55.91718568 25.9281559)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f36592cd-c7af-4203-b33b-6563b6dd9475,da4d21e7-9442-46e8-9aef-44897063524f,,14624,Ažušilių k.,9,POINT (55.95687596 26.0113779)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,d7e7fbb0-55b7-4d8f-87ea-34b975fca6ec,8c22835b-af29-4004-b906-dbcbb47807b1,,14629,Bučiūnų k.,45,POINT (56.02400794 25.83080124)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,84b63ecb-710a-4b2f-9d96-105ffd08c46e,06f359f2-7c3d-4ca0-921c-ae085bbe7ac6,,14631,Butkūnų k.,16,POINT (56.00833937 25.82582868)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,c865db11-8a2d-444e-8e77-cc31cc5adb64,0520bcf1-3f3d-45b6-be22-1454eb6a7d35,,14633,Dačiūnų k.,2,POINT (55.93570463 25.73511135)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,d6776412-1ade-4f5a-8d5d-974e51cccbee,847108af-a2a5-4073-b9be-7b44d41060be,,14634,Degučių II k.,2,POINT (55.87627211 25.91161031)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,c140f23f-869f-4731-9fc6-4042471ea27f,bf7583fd-7b1c-4628-9446-a2b449a4ff10,,14635,Degučių I k.,4,POINT (55.98488032 25.84813657)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,4baa7935-f998-4e16-a4e5-8660509ff066,78439ccd-0511-46cd-bb06-f837cc18d6dc,,14636,Dideliškio k.,14,POINT (55.92025979 25.85157091)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,b0eb07f8-8750-4588-ab2a-8dcc6382c4a5,18ab7eac-8c67-4dee-ac66-e09165a98420,,14639,Dirdų k.,5,POINT (55.91449564 25.94946548)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,69b7b2ff-d3a0-421f-8d6c-a1e492b54995,edb3e779-5062-48e7-a740-0da6b6242c92,,1464,Pajuodžių k.,7,POINT (55.70508242 24.76486817)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,a6642877-4a4b-4daa-9bfa-d6ae7679add0,6803ea62-0b21-41b1-8bf3-bb111faa0358,,14641,Dumblių k.,6,POINT (55.97038575 25.82316234)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,0a5de8d0-0ff5-449d-a19a-fdc57e643c61,171be6a0-c5b5-40d0-bef9-8ec45960247a,,14643,Dvartiškių k.,3,POINT (55.92553601 25.89959426)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,c428af52-c9e4-4b0a-800d-605ac6032c26,23eaa042-1343-4c8a-849b-06fbcd7865aa,,14644,Eidminiškių k.,8,POINT (55.9450431 25.90840163)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,8068f693-5369-4c4a-8873-ea627b766844,3dc62984-8f8e-4ea4-8141-5792396fe97f,,14645,Ežeriškio k.,3,POINT (55.9375856 25.86506398)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,1795cb5d-28c0-4af9-a629-9cf98a2027eb,1923f649-6199-4e0d-9411-758d743d580e,,14647,Gediškių k.,127,POINT (56.02991735 25.78260197)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,cefdc235-20c7-41be-92ad-629315ba7df2,4c584c42-50ef-433a-991e-3916f16b062e,,14649,Gindvilių k.,37,POINT (55.94762779 25.712312)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,a6cf3744-8264-4d53-8ba1-7e017bad88dd,fc4e91de-8b56-4cb5-918a-5fefd7d7a734,,1465,Pajuosčio vs.,14,POINT (55.58233256 24.86931876)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,2e648606-da63-4dd9-b88c-0c20f54e89b9,963c94c6-9483-4b9b-8d6a-3df07e576011,,14650,Gojiškio k.,1,POINT (55.93239538 25.85719551)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,6a45d235-a928-4e2b-8cda-6502fd017648,816d31e5-744c-448d-b956-c81b5b0a082a,,14654,Ignotiškio k.,6,POINT (55.97607238 25.89578682)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,60371790-24af-4b61-b278-68454fc175e7,212c6e4e-7af5-47d8-b707-ced42b802090,,1466,Pajuostinio k.,11,POINT (55.56786875 24.96296123)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,0fe80ee8-ce4d-4a7b-ac80-28f74ece09d9,16dea537-24a8-45e1-8408-337845cd7aa8,,14660,Kačergiškio k.,11,POINT (55.90741383 25.83453848)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,15cce195-fa94-4987-be3c-05900c26d318,d91724e4-df6d-45c0-bb70-26ae344576b9,,14661,Kairelių k.,3,POINT (56.01387357 25.78453463)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,2991cdaa-88f5-49f3-9a16-94826ef59843,01ce3bc6-7715-44e4-a479-fbb6a5e56ec8,,14664,Kalnočių k.,7,POINT (55.90048698 25.85973634)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f331f14b-261d-440c-92ce-89825c0ab015,5a502857-b75e-4c1e-9d76-f174b0f1bfaf,,14666,Krapiškio k.,4,POINT (55.89503337 25.93097791)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,d5f0f565-972a-4b7e-8d59-15c3604ce3c6,bfe3ba9d-fb02-4e97-8e56-f70e8a22c713,,14667,Kraštų k.,3,POINT (55.91438044 25.90664542)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,08468cac-5f21-4a7f-9f4e-4596fbae1233,74f82693-fd75-4b7b-a4e6-48d22402b3c1,,14668,Kreščionių k.,15,POINT (55.99397103 25.832418)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,53d9533b-9d07-4970-a70c-76ec78d262e4,7db2aa2e-43b4-465f-b071-77dffe78e9fb,,14670,Kumpuoliškio k.,1,POINT (55.923041 25.91435898)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,2fbc17ec-9506-4af8-b8af-288993d174a2,fc9f59b8-9dd0-4e53-85ec-e58856789b8e,,14671,Kuprių k.,9,POINT (55.91169956 25.8001182)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,788b96fa-e654-48ff-b4c4-20da7ddf75f0,dc224657-de86-43ae-bf50-97ec2b764299,,14682,Mažeikių k.,1,POINT (55.91736684 25.78954818)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,0737d8ce-f1df-4be3-ba39-322c5df5e178,8608ecde-1b36-4932-90eb-69cb02a5b8c3,,14683,Mekšėniškio k.,2,POINT (55.92861955 25.85191368)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e4c4488c-f308-431c-898c-f4295c7849ad,658567b1-e186-423e-a8fc-e82b19c9d6a9,,14685,Mingėlių k.,3,POINT (55.93370194 25.88382512)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,907321d6-5754-42d7-abc1-ef4a59b3a0ec,27281494-4db9-42cd-9c56-407e59b55629,,14688,Niaukių k.,9,POINT (55.89963965 25.84524443)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,719c5d0e-e897-4bf6-bc66-d7d20a6d411c,8fd75af7-1a04-4061-b73f-2f810f4be059,,14689,Narkūnėlių k.,4,POINT (55.98476004 25.91332087)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,4284c3b6-942e-4f20-9379-f377878625a8,043772ab-c471-4e44-a7a5-29b68fc0c557,,1469,Pasausių k.,2,POINT (55.66264367 24.83657052)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,baddfadc-0132-4a41-8d76-ce70b8543e8b,5aee335d-b3ef-4a07-af7d-5659f704c937,,14690,Obeliškio k.,1,POINT (55.89066549 25.83070045)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,41a5640c-5de0-46a8-9cf5-13ddfb75e844,1b4e5114-8fe5-4bcc-a5a2-28dd07af27db,,14691,Obelių Priemiesčio k.,230,POINT (55.94987475 25.7914803)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,b626103f-4254-443d-9944-dcf10bfc5b4a,d8a8adf0-6b2a-4409-b266-e0afd0847ddf,,14693,Pagriaumelių k.,1,POINT (55.91204902 25.88658668)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e3e85a61-7d42-4de7-b4bb-f8d3b527445c,976b4df2-aead-4221-8dc9-c0217f31ce15,,14694,Pakriaunių k.,139,POINT (55.97043129 25.86219536)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,4b91bc5b-9819-402d-9c66-4d7222b3a717,303700b4-348a-43bd-9893-6a5a880f9209,,14697,Papilių k.,7,POINT (55.91953169 25.76447327)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,88233e73-ac29-4199-a985-9902269c429b,dc09243e-b5c8-424f-9dc8-50c317372003,,14699,Pasubatės k.,3,POINT (55.99824735 25.8875664)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,346f09c0-35c8-46c1-bc7c-cff36812684c,a126c016-f258-4d6c-a777-bb114953a34d,,14703,Rakališkio k.,8,POINT (55.95575271 25.82170644)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,1f163bac-20dd-4152-ac8b-f55645433149,0f5d3cd6-20c1-4058-8010-c41e87bc689f,,14704,Raudėnų k.,4,POINT (55.87388535 25.93413364)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,7e00b733-0c4d-4c99-82fb-5b6ff75ef8b3,8a96571c-e6e5-4ebc-8b2d-a56d55e49d0c,,14708,Rubikių k.,5,POINT (56.0198882 25.76349529)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,503d6668-114d-4b70-8137-59108ca6b5aa,ba6ce52b-1fbf-4c7d-960e-84bfb6d0fa70,,14709,Rudžionių k.,7,POINT (55.91123563 25.81706499)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,9f2f08f0-eab8-408b-840c-697dff8f8232,1b688356-e1cd-4ddb-957d-e9306cfed338,,1471,Pelyšėlių I k.,11,POINT (55.69170297 24.83191248)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,a43f4f18-8e9b-47de-819a-4ced5218c6c2,f222d78d-1c34-4834-9a5c-1765d71e408e,,14713,Simaniškio k.,2,POINT (55.89254195 25.90181962)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e95fd494-bdf6-4a7f-a3d5-9ccbecdb2dc4,c14567d3-6169-4255-882f-d6812140dc5c,,14715,Sipailiškio k.,4,POINT (55.96537947 25.97983731)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,60ac70e2-0f01-4a05-91cc-e6e4692cfaa2,e9bc5ee3-4fb5-4a75-a8f8-fdc1e5e2bbe1,,14719,Stasiūnų k.,76,POINT (55.94096738 25.83784817)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,62a6d5e2-2103-4037-b249-1444ef4ad7e1,637777a5-d221-4ad4-928b-f4514bc86ca3,,1472,Pelyšėlių II k.,7,POINT (55.64020036 24.93930644)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,9676f959-839a-4dad-b43d-dd980ea20f08,fcba5f18-cc53-45f6-84d9-011f48b69ea8,,14720,Stočkų k.,6,POINT (55.95453465 25.75769938)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,f2b4183f-1f5f-4860-af15-46bb58ab3de2,200953af-d5ce-4a6a-bdc2-3c107a9b328a,,14722,Svobiškio k.,11,POINT (55.96530934 25.95059622)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,1adf73ff-37cc-421d-a973-2a024aea481a,0abb62bf-2de3-40ac-9216-34e4c945f551,,14726,Šapelių k.,3,POINT (55.94581539 25.96580197)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,c237d23a-937b-4599-bc99-bf234d02e00b,94c7cc09-c58b-4039-9b40-3f6ad9664a64,,14730,Špulių k.,3,POINT (55.93550585 25.98436718)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,b1898e1d-2b0a-40fd-b3a3-6cfebaa44d2d,3b1b0c90-0f85-4b30-8503-bc36b88d9f17,,14731,Švilpiškio k.,3,POINT (55.91120182 25.92694057)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,a48c3391-d10a-4ce7-bf09-e1ee4f2bc8e9,fcb24b9d-dcd3-4d6a-bc94-94140712048e,,14732,Tilvikų k.,6,POINT (55.97727129 25.90990541)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,7b8a2dfb-4dd9-474a-86fd-8086ef70da56,e4b02f76-e73c-4566-b3e8-a07c4e28f1d4,,14733,Trumpiškių k.,7,POINT (55.98841698 25.88740584)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,8bffa421-df12-4b00-a844-903f0b1be156,7a900de5-213f-43ef-ae20-3db4df970084,,14734,Trumponių k.,8,POINT (55.885955 25.96821864)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,7d95a27a-e34d-4dcd-aa17-a734ec8e0bcb,ca05d8ff-5f09-4c19-9c07-88e55248d4b2,,14735,Tumasonių k.,23,POINT (56.04374387 25.8031042)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,b8efee8f-a3fe-4194-b84d-e1ee285d333e,840515d3-f088-4127-8f28-e05325420d61,,14737,Vabolių k.,10,POINT (56.01259695 25.74272836)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,52e5d06b-720b-4434-8a22-cfefeda02e0f,70395b9a-88cd-497f-8008-afd4e69cc438,,14738,Vaičėnų k.,1,POINT (55.89022853 25.85772209)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,d85c800b-eef3-439f-93a7-addd9d9ebcde,55b1c42b-950b-4eb7-91ef-17abc5d87d0a,,1474,Petkūnų k.,14,POINT (55.65368401 24.7785395)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,51b2cd79-7a15-4860-8030-92d1fc837a28,422042b7-123f-4b33-8a46-430ad4899ec8,,14741,Vajeičių k.,1,POINT (55.91373697 25.87408552)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,dbd97ebd-4327-41d6-bfc6-4e43c0009612,6d3012a5-7c42-4bbc-bab7-508352d726ba,,14746,Visdievų k.,6,POINT (55.95400987 25.85834194)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,66eedec6-5aae-46de-8e6f-18161fe69404,0487790f-d29f-4adf-a750-5de67cd24ce6,,14747,Vyžeičių k.,23,POINT (55.96112322 25.69450875)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,e03eccff-ca5e-4002-8db9-08450a7defc5,ab1a05df-25df-4dad-9718-f4ab5aa9d844,,14749,Zablotiškio k.,1,POINT (55.91005914 25.94275832)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,43bdc0d2-e2e9-42db-acfc-78867f7b2974,09076986-c35a-43e9-84f7-ffc97bbe314d,,1475,Pienagalio k.,5,POINT (55.62085892 24.97068611)
datasets/gov/lsd/sgr/gyventojai_gyvenvietese/GyventojuSkaiciusGyvenvietese,a435210a-6ec8-4278-bd01-46862523eaa9,9e4cb1a5-25b8-4cab-94f3-b4f42a8de52b,,14750,Zarinkiškių k.,57,POINT (55.94301662 25.87626556)
